Warehouse,Product_Category,Date,Order_Demand
Whse_S,Category_001,1/30/2015,20
Whse_S,Category_001,2/6/2015,10
Whse_S,Category_001,2/6/2015,5
Whse_S,Category_001,2/24/2015,2
Whse_S,Category_001,4/16/2015,15
Whse_S,Category_001,6/10/2015,10
Whse_S,Category_001,6/19/2015,5
Whse_S,Category_001,7/10/2015,3
Whse_S,Category_001,8/11/2015,10
Whse_S,Category_001,11/16/2015,12
Whse_S,Category_001,11/18/2015,4
Whse_S,Category_001,11/18/2015,4
Whse_S,Category_001,11/20/2015,10
Whse_S,Category_001,2/2/2015,15
Whse_S,Category_001,2/13/2015,10
Whse_A,Category_003,2/20/2015,27
Whse_A,Category_003,4/7/2015,27
Whse_A,Category_003,11/6/2015,27
Whse_A,Category_003,3/19/2015,27
Whse_A,Category_003,4/29/2015,27
Whse_A,Category_003,5/5/2015,27
Whse_A,Category_003,5/7/2015,54
Whse_A,Category_003,7/17/2015,54
Whse_A,Category_003,7/3/2015,27
Whse_A,Category_003,9/21/2015,27
Whse_A,Category_003,11/2/2015,54
Whse_A,Category_003,5/22/2015,54
Whse_A,Category_003,6/10/2015,27
Whse_A,Category_003,11/23/2015,27
Whse_A,Category_003,8/4/2015,18
Whse_A,Category_003,10/1/2015,18
Whse_A,Category_003,3/26/2015,54
Whse_A,Category_003,1/28/2015,108
Whse_A,Category_003,2/2/2015,135
Whse_A,Category_003,2/11/2015,81
Whse_A,Category_003,2/12/2015,108
Whse_A,Category_003,3/25/2015,54
Whse_A,Category_003,6/24/2015,54
Whse_A,Category_003,7/1/2015,27
Whse_A,Category_003,5/4/2015,54
Whse_A,Category_003,1/19/2015,27
Whse_A,Category_003,1/28/2015,27
Whse_A,Category_003,3/23/2015,27
Whse_A,Category_003,6/18/2015,27
Whse_A,Category_003,11/30/2015,27
Whse_A,Category_003,3/23/2015,135
Whse_A,Category_003,8/18/2015,54
Whse_A,Category_003,9/21/2015,54
Whse_A,Category_003,10/9/2015,54
Whse_A,Category_003,2/27/2015,27
Whse_A,Category_003,4/20/2015,27
Whse_A,Category_003,5/1/2015,54
Whse_A,Category_003,5/6/2015,27
Whse_A,Category_003,3/5/2015,162
Whse_A,Category_003,3/18/2015,162
Whse_A,Category_003,3/23/2015,324
Whse_A,Category_003,3/30/2015,216
Whse_A,Category_003,6/3/2015,135
Whse_A,Category_003,6/22/2015,108
Whse_A,Category_003,7/7/2015,27
Whse_A,Category_003,2/26/2015,135
Whse_A,Category_003,4/14/2015,36
Whse_A,Category_003,4/20/2015,36
Whse_A,Category_003,4/20/2015,18
Whse_A,Category_003,5/18/2015,81
Whse_A,Category_003,6/30/2015,81
Whse_A,Category_003,8/13/2015,54
Whse_A,Category_003,9/4/2015,135
Whse_A,Category_003,9/9/2015,135
Whse_A,Category_003,11/11/2015,135
Whse_A,Category_003,3/20/2015,108
Whse_A,Category_003,3/10/2015,162
Whse_A,Category_003,3/18/2015,36
Whse_A,Category_003,3/26/2015,81
Whse_A,Category_003,4/9/2015,54
Whse_A,Category_003,4/2/2015,54
Whse_A,Category_003,5/19/2015,27
Whse_A,Category_003,7/23/2015,27
Whse_A,Category_003,8/13/2015,27
Whse_A,Category_003,9/14/2015,27
Whse_A,Category_003,10/20/2015,27
Whse_A,Category_003,1/21/2015,27
Whse_A,Category_003,10/23/2015,378
Whse_A,Category_003,11/5/2015,108
Whse_A,Category_003,11/18/2015,216
Whse_A,Category_003,12/1/2015,216
Whse_A,Category_003,4/15/2015,378
Whse_A,Category_003,5/4/2015,432
Whse_A,Category_003,6/24/2015,27
Whse_A,Category_003,4/23/2015,54
Whse_A,Category_003,4/23/2015,243
Whse_A,Category_003,5/14/2015,81
Whse_A,Category_003,5/14/2015,135
Whse_A,Category_003,6/22/2015,27
Whse_A,Category_003,6/28/2015,81
Whse_A,Category_003,8/17/2015,54
Whse_A,Category_003,8/25/2015,108
Whse_A,Category_003,8/21/2015,54
Whse_A,Category_003,8/21/2015,162
Whse_A,Category_003,7/21/2015,72
Whse_A,Category_003,8/17/2015,216
Whse_A,Category_003,12/10/2015,108
Whse_A,Category_003,5/11/2015,36
Whse_A,Category_003,5/18/2015,54
Whse_A,Category_003,8/13/2015,18
Whse_A,Category_003,9/2/2015,18
Whse_A,Category_003,10/12/2015,18
Whse_A,Category_003,10/12/2015,36
Whse_A,Category_003,8/31/2015,54
Whse_A,Category_003,3/25/2015,54
Whse_A,Category_003,5/14/2015,54
Whse_A,Category_003,6/17/2015,54
Whse_A,Category_003,2/2/2015,18
Whse_A,Category_003,2/2/2015,18
Whse_A,Category_003,3/9/2015,18
Whse_A,Category_003,4/7/2015,18
Whse_A,Category_003,5/20/2015,36
Whse_A,Category_003,9/7/2015,36
Whse_A,Category_003,11/25/2015,36
Whse_A,Category_003,12/10/2015,36
Whse_A,Category_003,2/3/2015,27
Whse_A,Category_003,3/10/2015,27
Whse_A,Category_003,4/1/2015,27
Whse_A,Category_003,5/11/2015,27
Whse_A,Category_003,5/22/2015,27
Whse_A,Category_003,5/22/2015,27
Whse_A,Category_003,12/3/2015,27
Whse_A,Category_003,7/17/2015,27
Whse_A,Category_003,3/18/2015,27
Whse_A,Category_003,8/6/2015,27
Whse_A,Category_003,1/6/2015,126
Whse_A,Category_003,2/4/2015,27
Whse_A,Category_003,2/10/2015,27
Whse_A,Category_003,3/2/2015,54
Whse_A,Category_003,3/2/2015,18
Whse_A,Category_003,3/3/2015,18
Whse_A,Category_003,3/26/2015,27
Whse_A,Category_003,5/1/2015,27
Whse_A,Category_003,5/11/2015,108
Whse_A,Category_003,7/1/2015,18
Whse_A,Category_003,7/1/2015,72
Whse_A,Category_003,11/2/2015,27
Whse_A,Category_003,11/12/2015,18
Whse_A,Category_003,11/18/2015,36
Whse_A,Category_003,12/9/2015,36
Whse_A,Category_003,1/5/2015,18
Whse_A,Category_003,5/5/2015,27
Whse_A,Category_003,5/6/2015,54
Whse_A,Category_003,5/19/2015,18
Whse_A,Category_003,6/16/2015,36
Whse_A,Category_003,6/18/2015,18
Whse_A,Category_003,7/1/2015,36
Whse_A,Category_003,7/27/2015,36
Whse_A,Category_003,9/14/2015,36
Whse_A,Category_003,5/18/2015,54
Whse_A,Category_003,8/10/2015,135
Whse_A,Category_003,8/24/2015,135
Whse_A,Category_003,8/31/2015,243
Whse_A,Category_003,9/29/2015,135
Whse_A,Category_003,5/21/2015,27
Whse_A,Category_003,10/20/2015,54
Whse_A,Category_003,11/16/2015,27
Whse_A,Category_003,11/18/2015,27
Whse_A,Category_003,12/17/2015,27
Whse_A,Category_003,5/22/2015,90
Whse_A,Category_003,9/9/2015,18
Whse_A,Category_003,10/14/2015,18
Whse_A,Category_003,6/18/2015,27
Whse_A,Category_003,7/1/2015,27
Whse_A,Category_003,7/8/2015,27
Whse_A,Category_003,8/31/2015,27
Whse_A,Category_003,9/7/2015,54
Whse_A,Category_003,10/5/2015,27
Whse_A,Category_003,3/9/2015,54
Whse_A,Category_003,5/13/2015,27
Whse_A,Category_003,5/21/2015,18
Whse_A,Category_003,6/2/2015,27
Whse_A,Category_003,6/26/2015,27
Whse_A,Category_003,7/14/2015,27
Whse_A,Category_003,9/2/2015,18
Whse_A,Category_003,9/15/2015,27
Whse_A,Category_003,10/16/2015,27
Whse_A,Category_003,12/3/2015,81
Whse_A,Category_003,1/8/2015,27
Whse_A,Category_003,3/30/2015,27
Whse_A,Category_003,6/4/2015,27
Whse_A,Category_003,6/16/2015,27
Whse_A,Category_003,6/30/2015,36
Whse_A,Category_003,7/17/2015,36
Whse_A,Category_003,9/10/2015,18
Whse_A,Category_003,11/2/2015,18
Whse_A,Category_003,11/5/2015,18
Whse_A,Category_003,6/11/2015,36
Whse_A,Category_003,7/14/2015,54
Whse_A,Category_003,10/28/2015,18
Whse_A,Category_003,11/5/2015,90
Whse_A,Category_003,10/28/2015,234
Whse_A,Category_003,8/25/2015,27
Whse_A,Category_003,8/31/2015,54
Whse_A,Category_003,9/8/2015,27
Whse_A,Category_003,11/24/2015,54
Whse_A,Category_003,6/30/2015,27
Whse_A,Category_003,1/27/2015,54
Whse_A,Category_003,2/5/2015,54
Whse_A,Category_003,3/5/2015,54
Whse_A,Category_003,3/30/2015,54
Whse_A,Category_003,4/23/2015,54
Whse_A,Category_003,6/12/2015,54
Whse_A,Category_003,6/23/2015,54
Whse_A,Category_003,8/5/2015,54
Whse_A,Category_003,8/21/2015,81
Whse_A,Category_003,8/28/2015,27
Whse_A,Category_003,9/24/2015,54
Whse_A,Category_003,10/14/2015,54
Whse_A,Category_003,10/27/2015,54
Whse_A,Category_003,11/24/2015,54
Whse_A,Category_003,7/16/2015,27
Whse_A,Category_003,1/30/2015,108
Whse_A,Category_003,2/25/2015,27
Whse_A,Category_003,5/11/2015,135
Whse_A,Category_003,2/16/2015,108
Whse_A,Category_003,7/30/2015,54
Whse_A,Category_003,10/26/2015,27
Whse_A,Category_003,7/30/2015,27
Whse_A,Category_003,10/1/2015,27
Whse_A,Category_003,7/10/2015,135
Whse_A,Category_003,7/31/2015,351
Whse_A,Category_003,8/2/2015,36
Whse_A,Category_003,8/2/2015,36
Whse_A,Category_003,9/14/2015,18
Whse_A,Category_003,9/28/2015,18
Whse_A,Category_003,9/24/2015,18
Whse_A,Category_003,9/24/2015,27
Whse_A,Category_003,10/28/2015,36
Whse_A,Category_003,11/20/2015,18
Whse_A,Category_003,1/16/2015,81
Whse_A,Category_003,2/11/2015,81
Whse_A,Category_003,1/15/2015,27
Whse_A,Category_003,3/5/2015,27
Whse_A,Category_003,6/4/2015,27
Whse_A,Category_003,9/23/2015,27
Whse_A,Category_003,2/6/2015,27
Whse_A,Category_003,2/12/2015,27
Whse_A,Category_003,2/19/2015,27
Whse_A,Category_003,3/6/2015,81
Whse_A,Category_003,3/23/2015,27
Whse_A,Category_003,4/13/2015,27
Whse_A,Category_003,5/15/2015,27
Whse_A,Category_003,5/19/2015,27
Whse_A,Category_003,8/3/2015,27
Whse_A,Category_003,8/12/2015,54
Whse_A,Category_003,8/27/2015,27
Whse_A,Category_003,8/31/2015,27
Whse_A,Category_003,9/16/2015,36
Whse_A,Category_003,9/17/2015,18
Whse_A,Category_003,9/24/2015,36
Whse_A,Category_003,10/16/2015,36
Whse_A,Category_003,10/19/2015,36
Whse_A,Category_003,10/26/2015,36
Whse_A,Category_003,11/9/2015,72
Whse_A,Category_003,11/16/2015,72
Whse_A,Category_003,8/13/2015,18
Whse_A,Category_003,12/2/2015,54
Whse_A,Category_003,12/15/2015,36
Whse_A,Category_003,8/12/2015,27
Whse_A,Category_003,9/14/2015,54
Whse_A,Category_003,10/27/2015,27
Whse_A,Category_003,8/25/2015,72
Whse_A,Category_003,9/22/2015,36
Whse_A,Category_003,9/22/2015,72
Whse_A,Category_003,9/28/2015,108
Whse_A,Category_003,10/8/2015,144
Whse_A,Category_003,11/10/2015,180
Whse_A,Category_003,11/10/2015,108
Whse_A,Category_003,11/16/2015,54
Whse_A,Category_003,11/18/2015,162
Whse_A,Category_003,11/24/2015,54
Whse_A,Category_003,11/30/2015,108
Whse_A,Category_003,12/23/2015,144
Whse_A,Category_003,9/3/2015,27
Whse_A,Category_003,12/16/2015,27
Whse_A,Category_003,3/12/2015,27
Whse_A,Category_003,4/7/2015,27
Whse_A,Category_003,9/3/2015,27
Whse_A,Category_003,10/27/2015,27
Whse_A,Category_003,11/24/2015,27
Whse_A,Category_001,5/6/2015,4
Whse_A,Category_001,12/1/2015,3
Whse_A,Category_001,12/2/2015,10
Whse_A,Category_001,12/8/2015,8
Whse_A,Category_001,12/15/2015,10
Whse_A,Category_001,12/16/2015,15
Whse_A,Category_003,4/7/2015,54
Whse_A,Category_003,6/11/2015,81
Whse_A,Category_003,6/16/2015,135
Whse_A,Category_003,7/8/2015,81
Whse_A,Category_003,8/3/2015,81
Whse_A,Category_003,9/23/2015,54
Whse_A,Category_003,6/12/2015,18
Whse_A,Category_003,6/19/2015,54
Whse_A,Category_003,8/5/2015,36
Whse_A,Category_003,10/12/2015,18
Whse_A,Category_003,10/19/2015,18
Whse_A,Category_003,10/20/2015,36
Whse_A,Category_003,10/20/2015,18
Whse_A,Category_003,11/30/2015,36
Whse_A,Category_003,6/15/2015,108
Whse_A,Category_003,7/28/2015,144
Whse_A,Category_003,6/18/2015,216
Whse_A,Category_003,6/30/2015,108
Whse_A,Category_003,7/29/2015,432
Whse_A,Category_003,2/6/2015,18
Whse_A,Category_003,2/6/2015,72
Whse_A,Category_003,1/16/2015,36
Whse_A,Category_003,1/16/2015,18
Whse_A,Category_003,7/29/2015,54
Whse_A,Category_003,8/10/2015,54
Whse_A,Category_003,10/1/2015,162
Whse_A,Category_003,10/1/2015,36
Whse_A,Category_003,10/1/2015,162
Whse_A,Category_003,9/25/2015,54
Whse_A,Category_003,10/28/2015,54
Whse_A,Category_003,12/9/2015,54
Whse_A,Category_003,12/18/2015,54
Whse_A,Category_003,9/11/2015,54
Whse_A,Category_003,12/4/2015,18
Whse_A,Category_003,9/16/2015,54
Whse_A,Category_003,10/15/2015,18
Whse_A,Category_003,10/8/2015,135
Whse_A,Category_003,10/8/2015,135
Whse_A,Category_003,10/8/2015,36
Whse_A,Category_003,10/8/2015,36
Whse_A,Category_003,7/10/2015,54
Whse_A,Category_003,8/4/2015,54
Whse_A,Category_003,8/25/2015,18
Whse_A,Category_003,9/7/2015,18
Whse_A,Category_003,10/12/2015,108
Whse_A,Category_003,11/16/2015,81
Whse_A,Category_003,12/7/2015,81
Whse_A,Category_003,6/10/2015,54
Whse_A,Category_003,7/6/2015,18
Whse_A,Category_003,12/21/2015,36
Whse_A,Category_003,4/17/2015,18
Whse_A,Category_003,5/15/2015,18
Whse_A,Category_003,3/25/2015,27
Whse_A,Category_003,1/13/2015,54
Whse_A,Category_003,10/9/2015,135
Whse_A,Category_003,10/16/2015,81
Whse_A,Category_003,10/19/2015,90
Whse_A,Category_003,10/19/2015,18
Whse_A,Category_003,11/19/2015,54
Whse_A,Category_003,12/3/2015,27
Whse_A,Category_003,12/3/2015,27
Whse_A,Category_003,12/16/2015,27
Whse_A,Category_003,11/19/2015,54
Whse_A,Category_003,2/17/2015,18
Whse_A,Category_003,6/19/2015,18
Whse_A,Category_003,6/24/2015,18
Whse_A,Category_003,9/3/2015,18
Whse_A,Category_003,10/13/2015,18
Whse_A,Category_003,1/15/2015,54
Whse_A,Category_003,4/20/2015,54
Whse_A,Category_003,6/15/2015,27
Whse_A,Category_003,5/28/2015,27
Whse_A,Category_003,11/15/2015,81
Whse_A,Category_003,11/19/2015,162
Whse_A,Category_003,11/19/2015,36
Whse_A,Category_003,11/19/2015,18
Whse_A,Category_003,11/19/2015,54
Whse_A,Category_003,11/19/2015,108
Whse_A,Category_003,11/24/2015,180
Whse_A,Category_003,11/30/2015,126
Whse_A,Category_003,11/30/2015,18
Whse_A,Category_003,12/14/2015,18
Whse_A,Category_003,12/1/2015,27
Whse_A,Category_003,4/15/2015,27
Whse_A,Category_003,10/22/2015,27
Whse_A,Category_003,2/5/2015,108
Whse_A,Category_003,2/24/2015,27
Whse_A,Category_003,3/4/2015,54
Whse_A,Category_003,4/15/2015,54
Whse_A,Category_003,4/17/2015,27
Whse_A,Category_003,4/17/2015,27
Whse_A,Category_003,4/27/2015,27
Whse_A,Category_003,4/28/2015,54
Whse_A,Category_003,5/19/2015,27
Whse_A,Category_003,6/5/2015,27
Whse_A,Category_003,7/1/2015,54
Whse_A,Category_003,8/31/2015,18
Whse_A,Category_003,2/25/2015,72
Whse_S,Category_001,1/22/2015,30
Whse_S,Category_001,2/5/2015,70
Whse_S,Category_001,3/13/2015,50
Whse_S,Category_001,2/2/2015,2
Whse_S,Category_003,2/16/2015,162
Whse_S,Category_001,1/27/2015,45
Whse_S,Category_001,1/26/2015,2
Whse_S,Category_001,1/30/2015,6
Whse_S,Category_001,3/27/2015,20
Whse_S,Category_001,3/25/2015,10
Whse_S,Category_001,1/30/2015,51
Whse_S,Category_001,1/30/2015,42
Whse_S,Category_003,1/21/2015,40
Whse_S,Category_001,2/17/2015,10
Whse_S,Category_001,1/9/2015,15
Whse_S,Category_001,3/13/2015,35
Whse_S,Category_001,2/3/2015,30
Whse_S,Category_001,2/17/2015,50
Whse_A,Category_003,1/5/2015,18
Whse_A,Category_003,8/17/2015,27
Whse_A,Category_003,8/27/2015,27
Whse_A,Category_003,3/9/2015,27
Whse_A,Category_003,6/12/2015,27
Whse_A,Category_003,11/20/2015,18
Whse_A,Category_003,3/6/2015,36
Whse_A,Category_003,3/20/2015,0
Whse_A,Category_003,7/28/2015,0
Whse_A,Category_003,7/7/2015,54
Whse_A,Category_003,6/25/2015,27
Whse_A,Category_003,11/18/2015,27
Whse_A,Category_003,12/7/2015,27
Whse_A,Category_003,11/5/2015,18
Whse_A,Category_003,1/28/2015,18
Whse_A,Category_003,8/20/2015,18
Whse_A,Category_003,8/28/2015,0
Whse_A,Category_003,5/18/2015,18
Whse_A,Category_003,9/18/2015,18
Whse_A,Category_003,9/28/2015,18
Whse_A,Category_003,10/1/2015,18
Whse_A,Category_003,10/30/2015,72
Whse_A,Category_003,3/13/2015,27
Whse_A,Category_003,10/20/2015,27
Whse_A,Category_003,1/21/2015,18
Whse_A,Category_001,5/5/2015,5
Whse_A,Category_003,8/10/2015,27
Whse_A,Category_003,7/15/2015,54
Whse_A,Category_003,9/29/2015,54
Whse_A,Category_003,10/20/2015,54
Whse_A,Category_003,9/10/2015,27
Whse_A,Category_003,11/25/2015,27
Whse_A,Category_003,7/29/2015,0
Whse_A,Category_003,12/9/2015,0
Whse_A,Category_003,9/4/2015,54
Whse_A,Category_003,10/7/2015,27
Whse_A,Category_003,5/26/2015,27
Whse_A,Category_003,1/7/2015,27
Whse_A,Category_003,6/29/2015,18
Whse_A,Category_003,11/18/2015,27
Whse_A,Category_003,1/14/2015,81
Whse_A,Category_003,3/9/2015,27
Whse_A,Category_003,6/9/2015,27
Whse_A,Category_003,11/24/2015,18
Whse_A,Category_003,5/14/2015,27
Whse_A,Category_003,6/3/2015,18
Whse_A,Category_003,1/5/2015,27
Whse_A,Category_003,12/15/2015,18
Whse_A,Category_003,4/27/2015,27
Whse_A,Category_003,6/22/2015,27
Whse_A,Category_003,8/6/2015,27
Whse_A,Category_003,7/9/2015,27
Whse_A,Category_003,8/27/2015,18
Whse_A,Category_003,5/7/2015,81
Whse_A,Category_003,5/14/2015,0
Whse_A,Category_003,9/16/2015,0
Whse_A,Category_001,10/16/2015,2
Whse_A,Category_003,8/11/2015,27
Whse_S,Category_001,1/13/2015,2
Whse_S,Category_001,2/3/2015,8
Whse_S,Category_001,6/9/2015,1
Whse_S,Category_001,8/11/2015,2
Whse_S,Category_001,6/30/2015,5
Whse_S,Category_001,9/15/2015,1
Whse_S,Category_001,7/21/2015,5
Whse_S,Category_001,8/25/2015,1
Whse_S,Category_001,9/8/2015,1
Whse_S,Category_001,12/8/2015,1
Whse_S,Category_001,8/13/2015,5
Whse_S,Category_001,10/22/2015,4
Whse_S,Category_001,11/26/2015,10
Whse_S,Category_001,12/17/2015,5
Whse_S,Category_001,3/12/2015,15
Whse_S,Category_001,1/5/2015,7
Whse_S,Category_001,4/6/2015,13
Whse_S,Category_001,4/6/2015,10
Whse_S,Category_001,5/25/2015,10
Whse_S,Category_001,9/28/2015,1
Whse_S,Category_001,10/5/2015,1
Whse_S,Category_003,1/1/2015,216
Whse_S,Category_003,1/9/2015,162
Whse_S,Category_003,1/12/2015,20
Whse_S,Category_003,2/7/2015,54
Whse_S,Category_003,2/15/2015,135
Whse_S,Category_003,2/15/2015,27
Whse_S,Category_003,2/28/2015,162
Whse_S,Category_003,3/27/2015,162
Whse_S,Category_003,3/27/2015,60
Whse_S,Category_003,3/27/2015,300
Whse_S,Category_003,2/6/2015,20
Whse_S,Category_003,6/26/2015,0
Whse_S,Category_001,1/8/2015,10
Whse_S,Category_001,2/17/2015,5
Whse_S,Category_001,2/18/2015,10
Whse_S,Category_003,1/8/2015,378
Whse_S,Category_003,1/9/2015,54
Whse_S,Category_003,2/25/2015,162
Whse_S,Category_003,1/12/2015,60
Whse_S,Category_003,1/22/2015,180
Whse_S,Category_003,1/22/2015,60
Whse_S,Category_003,3/27/2015,240
Whse_S,Category_003,2/18/2015,60
Whse_S,Category_003,1/21/2015,20
Whse_S,Category_003,2/17/2015,54
Whse_S,Category_001,1/26/2015,10
Whse_S,Category_001,4/28/2015,25
Whse_S,Category_001,6/22/2015,20
Whse_S,Category_001,8/17/2015,3
Whse_S,Category_001,8/17/2015,40
Whse_S,Category_001,8/17/2015,13
Whse_S,Category_001,9/22/2015,20
Whse_S,Category_001,10/22/2015,4
Whse_S,Category_001,11/22/2015,13
Whse_S,Category_001,12/21/2015,16
Whse_S,Category_001,10/8/2015,14
Whse_S,Category_001,5/5/2015,20
Whse_S,Category_001,5/5/2015,100
Whse_S,Category_001,6/19/2015,20
Whse_S,Category_001,8/5/2015,50
Whse_S,Category_001,10/4/2015,50
Whse_S,Category_001,9/21/2015,10
Whse_S,Category_001,10/5/2015,20
Whse_S,Category_001,10/25/2015,50
Whse_S,Category_001,12/21/2015,100
Whse_S,Category_001,1/4/2016,1
Whse_S,Category_001,7/29/2015,90
Whse_S,Category_001,7/29/2015,10
Whse_S,Category_001,7/31/2015,12
Whse_S,Category_001,8/21/2015,15
Whse_S,Category_001,1/4/2016,31
Whse_S,Category_001,1/4/2016,24
Whse_S,Category_001,5/27/2015,31
Whse_S,Category_001,4/16/2015,5
Whse_S,Category_001,4/16/2015,5
Whse_S,Category_001,9/22/2015,16
Whse_S,Category_001,10/19/2015,24
Whse_S,Category_003,5/19/2015,18
Whse_S,Category_003,6/11/2015,18
Whse_S,Category_001,5/28/2015,5
Whse_S,Category_001,11/16/2015,9
Whse_S,Category_001,4/15/2015,10
Whse_S,Category_001,5/21/2015,4
Whse_S,Category_001,6/30/2015,110
Whse_S,Category_001,6/30/2015,90
Whse_S,Category_001,7/28/2015,47
Whse_S,Category_001,9/4/2015,153
Whse_S,Category_001,8/3/2015,40
Whse_S,Category_001,8/3/2015,30
Whse_S,Category_001,8/3/2015,6
Whse_S,Category_001,8/31/2015,4
Whse_S,Category_001,11/22/2015,73
Whse_S,Category_001,12/13/2015,3
Whse_S,Category_001,12/13/2015,200
Whse_S,Category_001,12/13/2015,25
Whse_S,Category_001,7/1/2015,20
Whse_S,Category_001,6/18/2015,2
Whse_S,Category_001,5/7/2015,10
Whse_S,Category_001,11/19/2015,15
Whse_S,Category_003,7/31/2015,3
Whse_S,Category_003,12/11/2015,1
Whse_S,Category_001,4/10/2015,10
Whse_S,Category_001,4/24/2015,4
Whse_S,Category_001,4/24/2015,4
Whse_S,Category_001,2/6/2015,10
Whse_S,Category_001,9/10/2015,2
Whse_S,Category_001,10/1/2015,4
Whse_S,Category_001,4/6/2015,2
Whse_S,Category_001,6/18/2015,4
Whse_S,Category_001,9/10/2015,2
Whse_S,Category_001,12/18/2015,4
Whse_S,Category_001,8/31/2015,2
Whse_S,Category_001,1/16/2015,2
Whse_S,Category_001,1/23/2015,5
Whse_S,Category_001,2/27/2015,6
Whse_S,Category_001,3/6/2015,30
Whse_S,Category_001,3/6/2015,2
Whse_S,Category_001,3/27/2015,66
Whse_S,Category_001,4/17/2015,12
Whse_S,Category_001,4/17/2015,5
Whse_S,Category_001,4/17/2015,1
Whse_S,Category_001,5/8/2015,3
Whse_S,Category_001,5/8/2015,1
Whse_S,Category_001,5/15/2015,10
Whse_S,Category_001,5/22/2015,10
Whse_S,Category_001,6/12/2015,100
Whse_S,Category_001,6/19/2015,1
Whse_S,Category_001,6/26/2015,30
Whse_S,Category_001,6/26/2015,13
Whse_S,Category_001,7/10/2015,13
Whse_S,Category_001,7/20/2015,37
Whse_S,Category_001,7/31/2015,7
Whse_S,Category_001,7/24/2015,5
Whse_S,Category_001,9/18/2015,4
Whse_S,Category_001,10/8/2015,8
Whse_S,Category_001,11/6/2015,10
Whse_S,Category_001,11/6/2015,1
Whse_S,Category_001,11/6/2015,5
Whse_S,Category_001,12/11/2015,15
Whse_S,Category_001,12/18/2015,10
Whse_S,Category_001,1/8/2015,60
Whse_S,Category_001,1/28/2015,3
Whse_S,Category_001,1/28/2015,2
